Blog	vocal	track	mso	pop	guitar	musical	http	review	style	voice	set	record	kind	www	sounds	tracks	lot	vocals	albums	lyrics	pretty	space	single	power	black	didn	release	hear	week	real	early	released	line	dance	heard	recording	found	video	bass	city	point	bit	favorite	bands	times	put	listen	played	young	bad	play	family	hard	makes	building	head	white	radio	heart	give	high	sonic	list	fun	thought	stage	recorded	font	words	debut	doesn	club	playing	moment	records	language	side	punk	friends	beat	sense	pt	ep	experience	perfect	john	left	shows	plays	listening	summer	artists	performance	light	cover	remember	free	body	death	blog	story	mix	start	happy	change	artist	fall	dead	studio	project	run	started	group	hope	feeling	room	classic	school	blues	final	making	girl	number	called	beautiful	stuff	beach	talk	wasn	dark	read	idea	version	art	size	playlist	york	god	baby	coming	previous	past	half	late	chorus	fans	rest	lost	call	order	singer	production	machine	form	follow	audience	check	original	title	ago	true	person	david	face	isn	eyes	write	tour	false	solo	guitars	singing	writing	front	series	verse	control	based	page	bowie	couple	friend	label	synth	instrumental	lp	finally	lines	fact	soul	working	scene	easy	human	blue	fire	indie	dream	la	felt	open	terms	drums	wanted	amazing	features	film	sun	women	theme	future	hand	mark	country	takes	lead	moon	red	won	key	present	turn	completely	taking	works	modern	minutes	book	listener	break	close	important	written	desire	cd	morning	deep	hit	nice	pm	process	heavy	feels	noise	sort	return	recently	including	case	festival	quality	social	move	small	talking	produced	means	para	lives	matter	relationship	stop	james	material	opening	american	london	piano	guess	elements	groove	fan	cool	image	session	photo	yeah	normal	piece	simply	jazz	moments	voices	recent	margin	christmas	simple	waiting	told	length	interview	digital	boy	similar	table	reason	releases	party	cut	level	minor	genre	shit	inside	month	decided	remix	folk	local	months	clear	hearing	knew	act	hell	ready	guys	woman	short	note	reading	stay	forward	car	girls	bar	entire	copy	major	enjoy	dave	boys	sing	melody	electronic	content	die	road	figure	awesome	living	vinyl	tstyle	interesting	blood	street	hours	gonna	watch	ways	section	word	guy	history	wonderful	meaning	link	couldn	dan	events	worth	state	presence	sweet	tonight	cold	weeks	trip	sad	era	question	west	stars	places	men	march	collection	walk	wrong	force	crowd	team	producer	strong	view	hot	fit	bring	longer	hop	tune	leave	truth	society	earlier	event	water	guitarist	drum	game	star	approach	unique	brilliant	turned	november	personal	st	culture	picture	drive	movie	age	low	weekend	pure	members	metal	gave	kids	nature	complete	haven	special	birthday	hip	roll	rhythm	career	wait	electric	slow	images	recordings	paul	featured	energy	ten	box	bob	middle	running	latest	huge	moving	notes	songwriter	lake	wouldn	asked	date	de	thinking	download	general	spent	king	current	chance	visit	mr	sea	green	air	facebook	began	pink	hold	issue	acoustic	create	share	built	minute	fully	effect	riff	add	class	december	beats	town	pleasure	rain	hall	aren	excellent	added	support	drummer	straight	care	parts	ben	strange	points	driving	expect	wild	wave
Flatbasset	0.003204	0.011198	0.000000	0.025130	0.007064	0.000000	0.000000	0.002698	0.006353	0.001713	0.005788	0.009972	0.004395	0.000000	0.004679	0.012898	0.014884	0.005036	0.087433	0.005423	0.009008	0.004023	0.006060	0.017342	0.002595	0.009663	0.010770	0.015247	0.066958	0.009602	0.014327	0.008056	0.006825	0.003733	0.003974	0.003799	0.012717	0.007006	0.011306	0.007814	0.013009	0.025373	0.022021	0.016339	0.001474	0.030304	0.041335	0.044006	0.041395	0.016934	0.015532	0.002442	0.007627	0.022426	0.004195	0.014871	0.004611	0.350975	0.005208	0.102737	0.028033	0.010585	0.006457	0.005015	0.007295	0.003794	0.008513	0.000000	0.002742	0.032833	0.034202	0.008110	0.015931	0.011867	0.018868	0.006475	0.044046	0.044409	0.014121	0.017531	0.008117	0.044521	0.111171	0.011755	0.009102	0.006274	0.011414	0.015835	1.132265	0.014605	0.023156	0.013722	0.000000	0.008744	0.038086	0.008567	0.042397	0.017260	0.040444	0.024953	0.011186	0.094576	0.003292	0.002421	0.003708	0.008552	0.005626	0.014201	0.000000	0.015431	0.000000	0.013077	0.008136	0.015420	0.000000	0.000000	0.026545	0.007140	0.015140	0.005478	0.014833	0.007898	0.013774	0.017820	0.006730	0.024398	0.000000	0.014121	0.008198	0.042512	0.010606	0.004292	0.016196	0.010442	0.000000	0.000000	0.006183	0.048289	0.010017	0.018185	0.148303	0.003766	0.037749	0.015065	0.045151	0.088465	0.000000	0.019565	0.004071	0.000000	0.024587	0.006853	0.017066	0.006175	0.154169	0.007371	0.048797	0.000000	0.025933	0.004651	0.004135	0.000000	0.013618	0.007818	0.014019	0.003115	0.022243	0.006039	0.010049	0.018795	0.044975	0.015233	0.053637	0.010772	0.007120	0.010877	0.015529	0.000000	0.406349	0.024056	0.046246	0.017960	0.031516	0.000000	0.009901	0.073476	0.011520	0.007782	0.035711	0.008934	0.008712	0.031605	0.005102	0.016774	0.000000	0.010860	0.050110	0.004863	0.024421	0.022575	0.004093	0.000000	0.008800	0.000000	0.000000	0.000000	0.000000	0.014896	0.028997	0.000000	0.033924	0.016808	0.011205	0.012255	0.012600	0.018900	0.026114	0.003728	0.030764	0.008934	0.000000	0.015637	0.146121	0.018672	0.018672	0.007589	0.020407	0.000000	0.014853	0.014983	0.015900	0.014937	0.007469	0.062058	0.000000	0.005051	0.005519	0.012033	0.025461	0.000000	0.010555	0.014386	0.041986	0.000000	0.012313	0.022567	0.000000	0.009155	0.005714	0.000000	0.041604	0.172133	0.016066	0.004915	0.020946	0.000000	0.057777	0.000000	0.000000	0.008334	0.000000	0.141201	0.000000	0.000000	0.029245	0.018750	0.000000	0.009997	0.008090	0.000000	0.014161	0.018043	0.005971	0.065717	0.000000	0.009136	0.033680	0.000000	0.000000	0.026845	0.045792	0.010041	0.010606	0.000000	0.017168	0.000000	0.021967	0.014239	0.020479	0.075058	0.011503	0.000000	0.015688	0.010307	0.000000	0.032469	0.011264	0.029242	0.007107	0.000000	0.000000	0.000000	0.022214	0.008057	0.088920	0.025542	0.000000	0.013605	0.157100	0.015781	0.017621	0.000000	0.000000	0.009627	0.044355	0.043157	0.029677	0.040660	0.007945	0.019388	0.019922	0.019215	0.039047	0.009058	0.007671	0.009830	0.011264	0.013686	0.017752	0.075003	0.000000	0.052640	0.009703	0.014286	0.000000	0.015715	0.010319	0.007618	0.000000	0.011278	0.000000	0.000000	0.000000	0.000000	0.044438	0.025226	0.000000	0.000000	0.000000	0.018680	0.014925	0.018173	0.000000	0.020275	0.000000	0.000000	0.031726	0.000000	0.062391	0.000000	0.030273	0.010950	0.000000	0.040416	0.012645	0.043088	0.000000	0.041799	0.000000	0.026196	0.000000	0.065434	0.028537	0.000000	0.023030	0.069091	0.000000	0.019555	0.009855	0.000000	0.000000	0.029151	0.029151	0.000000	0.000000	0.028426	0.032942	0.000000	0.008962	0.129620	0.000000	0.000000	0.012899	0.000000	0.000000	0.000000	0.009819	0.019951	0.014519	0.018732	0.018216	0.017760	0.016876	0.039331	0.020517	0.040423	0.044539	0.036734	0.015178	0.011855	0.065350	0.014080	0.015724	0.038400	0.039481	0.000000	0.000000	0.000000	0.025940	0.010809	0.000000	0.010517	0.033326	0.033326	0.000000	0.135066	0.036468	0.013190	0.000000	0.008475	0.000000	0.034832	0.000000	0.000000	0.104453	0.014974	0.025413	0.028342	0.015104	0.024277	0.000000	0.034485	0.032852	0.027817	0.032649	0.000000	0.042034	0.000000	0.024490	0.000000	0.012694	0.036065	0.000000	0.102740	0.000000	0.011698	0.021550	0.111171	0.078961	0.000000	0.040569	0.000000	0.000000	0.010969	0.353957	0.015648	0.011588	0.068266	0.072105	0.031581	0.000000	0.000000	0.075406	0.013648	0.000000	0.000000	0.000000	0.045663	0.000000	0.014948	0.096210	0.040720	0.000000	0.000000	0.017820	0.014683	0.049159	0.015508	0.000000	0.020804	0.051751	0.014965	0.036326	0.000000	0.028345	0.000000	0.000000	0.000000	0.013422	0.000000
Riley Haas' blog	0.003204	0.005168	0.000000	0.001047	0.000000	0.000000	0.000000	0.010791	0.007941	0.001713	0.002894	0.017096	0.026370	0.000000	0.012477	0.002150	0.013396	0.005036	0.002498	0.029826	0.012010	0.000000	0.000000	0.000000	0.001298	0.027056	0.008616	0.017425	0.000000	0.001372	0.002388	0.002685	0.004550	0.001867	0.017882	0.000000	0.005450	0.000000	0.000000	0.004688	0.008673	0.011533	0.000000	0.008170	0.013265	0.000000	0.004863	0.013752	0.011289	0.011289	0.006657	0.007327	0.026694	0.015698	0.000000	0.000000	0.001537	0.000000	0.003472	0.004029	0.000000	0.000000	0.000000	0.000000	0.007295	0.007589	0.008513	0.000000	0.000000	0.004104	0.025652	0.000000	0.006372	0.002967	0.006289	0.000000	0.005182	0.012112	0.002354	0.000000	0.016235	0.006360	0.005294	0.007837	0.000000	0.003137	0.006848	0.003959	0.000000	0.007303	0.005789	0.000000	0.005259	0.005829	0.000000	0.014278	0.002355	0.000000	0.004044	0.004159	0.029830	0.000000	0.006585	0.004841	0.007416	0.008552	0.002813	0.017751	0.000000	0.000000	0.003671	0.000000	0.000000	0.003855	0.000000	0.000000	0.037163	0.007140	0.030279	0.038343	0.003708	0.007898	0.022957	0.003564	0.000000	0.038340	0.004820	0.000000	0.020494	0.000000	0.047728	0.030043	0.012147	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003637	0.000000	0.000000	0.017159	0.000000	0.000000	0.006319	0.004685	0.003261	0.004071	0.010575	0.006147	0.000000	0.000000	0.000000	0.010278	0.000000	0.004880	0.000000	0.005187	0.023256	0.012404	0.012354	0.000000	0.000000	0.028037	0.003115	0.022243	0.000000	0.000000	0.000000	0.000000	0.015233	0.035758	0.000000	0.021361	0.000000	0.000000	0.030369	0.000000	0.000000	0.004625	0.000000	0.015758	0.000000	0.000000	0.000000	0.005760	0.000000	0.017856	0.008934	0.000000	0.006321	0.005102	0.016774	0.000000	0.000000	0.007159	0.009726	0.000000	0.000000	0.000000	0.000000	0.000000	0.006000	0.000000	0.009142	0.219406	0.000000	0.000000	0.000000	0.000000	0.011205	0.005603	0.024511	0.037801	0.006300	0.000000	0.000000	0.030764	0.000000	0.000000	0.005212	0.009133	0.006224	0.012448	0.030357	0.054417	0.013234	0.000000	0.004994	0.000000	0.022406	0.007469	0.000000	0.000000	0.000000	0.005519	0.006016	0.012731	0.000000	0.000000	0.000000	0.055981	0.000000	0.030782	0.000000	0.000000	0.009155	0.017143	0.000000	0.031203	0.000000	0.005355	0.000000	0.006982	0.025857	0.028888	0.000000	0.016668	0.008334	0.011660	0.006724	0.008160	0.045492	0.014623	0.031250	0.000000	0.029990	0.121349	0.000000	0.000000	0.045107	0.005971	0.000000	0.000000	0.000000	0.008420	0.000000	0.017416	0.008948	0.068688	0.020082	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014042	0.007844	0.010307	0.000000	0.048704	0.011264	0.000000	0.021320	0.025355	0.000000	0.024818	0.033321	0.000000	0.000000	0.000000	0.000000	0.122449	0.000000	0.000000	0.017621	0.035691	0.000000	0.009627	0.026613	0.000000	0.009892	0.020330	0.015890	0.038776	0.009961	0.006405	0.000000	0.000000	0.023013	0.000000	0.022528	0.000000	0.062133	0.018751	0.000000	0.063168	0.000000	0.000000	0.000000	0.000000	0.030958	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009916	0.000000	0.000000	0.008953	0.000000	0.022870	0.000000	0.014925	0.000000	0.010138	0.050689	0.011936	0.000000	0.000000	0.000000	0.000000	0.000000	0.040364	0.000000	0.000000	0.000000	0.012645	0.008618	0.000000	0.000000	0.010531	0.026196	0.026196	0.021811	0.009512	0.011206	0.023030	0.000000	0.011206	0.000000	0.029564	0.000000	0.000000	0.204056	0.000000	0.010491	0.000000	0.000000	0.000000	0.000000	0.008962	0.000000	0.000000	0.000000	0.000000	0.000000	0.047759	0.000000	0.009819	0.019951	0.000000	0.037464	0.054648	0.053279	0.016876	0.000000	0.000000	0.000000	0.011135	0.007347	0.000000	0.000000	0.018672	0.323851	0.023585	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.043237	0.000000	0.010517	0.033326	0.011109	0.000000	0.000000	0.000000	0.026380	0.059150	0.008475	0.000000	0.023221	0.000000	0.000000	0.000000	0.014974	0.000000	0.000000	0.015104	0.000000	0.000000	0.000000	0.000000	0.027817	0.010883	0.047909	0.021017	0.000000	0.048980	0.000000	0.012694	0.000000	0.000000	0.000000	0.016252	0.000000	0.000000	0.027793	0.000000	0.000000	0.013523	0.000000	0.009813	0.010969	0.000000	0.000000	0.000000	0.011378	0.000000	0.047372	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.089102	0.014683	0.098319	0.015508	0.000000	0.000000	0.000000	0.014965	0.036326	0.000000	0.000000	0.079188	0.000000	0.015379	0.000000	0.015529
(Insert World Problem Here) Sucks.	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003003	0.000000	0.000000	0.000000	0.000000	0.001933	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002307	0.000000	0.000000	0.000000	0.002020	0.000000	0.000000	0.003763	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003229	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005700	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002354	0.000000	0.004059	0.000000	0.000000	0.000000	0.003034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002355	0.000000	0.000000	0.029112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008136	0.000000	0.000000	0.000000	0.000000	0.003570	0.000000	0.000000	0.003708	0.000000	0.000000	0.003564	0.000000	0.010456	0.000000	0.000000	0.004099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004880	0.000000	0.005187	0.000000	0.000000	0.006177	0.000000	0.003909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005952	0.004467	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007510	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005127	0.000000	0.007587	0.005212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005300	0.000000	0.000000	0.012412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006250	0.000000	0.000000	0.008090	0.000000	0.000000	0.000000	0.005971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009892	0.000000	0.000000	0.000000	0.000000	0.000000	0.009762	0.000000	0.000000	0.000000	0.000000	0.000000	0.008876	0.009375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009087	0.010138	0.000000	0.000000	0.015480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009600	0.000000	0.000000	0.013329	0.000000	0.000000	0.000000	0.000000	0.010517	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
SEM REGRAS	0.000000	0.000000	0.000000	0.003141	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001465	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001501	0.002012	0.000000	0.000000	0.015570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004550	0.026134	0.000000	0.000000	0.000000	0.000000	0.000000	0.006251	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001882	0.005645	0.000000	0.002442	0.000000	0.000000	0.000000	0.001859	0.006148	0.005571	0.012152	0.000000	0.000000	0.005293	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008227	0.000000	0.000000	0.016220	0.000000	0.000000	0.000000	0.000000	0.002591	0.000000	0.000000	0.010519	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002283	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002915	0.003809	0.008567	0.000000	0.011507	0.032355	0.000000	0.007458	0.000000	0.000000	0.000000	0.003708	0.000000	0.011251	0.046152	0.000000	0.020575	0.014684	0.000000	0.000000	0.000000	0.004463	0.000000	0.000000	0.024991	0.000000	0.000000	0.000000	0.011847	0.000000	0.000000	0.003365	0.000000	0.000000	0.000000	0.000000	0.015459	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014487	0.005009	0.003637	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013044	0.004071	0.000000	0.000000	0.000000	0.017066	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004135	0.000000	0.000000	0.003909	0.004673	0.003115	0.000000	0.000000	0.010049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004490	0.000000	0.000000	0.000000	0.000000	0.000000	0.007782	0.000000	0.013402	0.000000	0.006321	0.000000	0.000000	0.018693	0.010860	0.000000	0.019452	0.030526	0.005644	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004846	0.016808	0.000000	0.000000	0.006300	0.000000	0.026114	0.003728	0.000000	0.000000	0.000000	0.005212	0.000000	0.000000	0.000000	0.037946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024823	0.000000	0.010102	0.000000	0.012033	0.012731	0.000000	0.000000	0.000000	0.000000	0.009299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010758	0.000000	0.000000	0.000000	0.000000	0.000000	0.014609	0.008334	0.000000	0.000000	0.000000	0.008160	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009388	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014239	0.000000	0.000000	0.000000	0.000000	0.007844	0.000000	0.000000	0.008117	0.000000	0.014621	0.000000	0.000000	0.000000	0.000000	0.000000	0.209490	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008871	0.000000	0.000000	0.010165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010528	0.000000	0.000000	0.000000	0.000000	0.030958	0.038090	0.011826	0.000000	0.009579	0.000000	0.000000	0.000000	0.035550	0.000000	0.008953	0.000000	0.000000	0.018680	0.014925	0.009087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010950	0.000000	0.032333	0.000000	0.086176	0.000000	0.000000	0.031592	0.065491	0.000000	0.010906	0.009512	0.000000	0.000000	0.000000	0.000000	0.029333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009366	0.000000	0.000000	0.000000	0.000000	0.000000	0.013474	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015724	0.000000	0.000000	0.015741	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008475	0.037473	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024043	0.000000	0.000000	0.000000	0.000000	0.010775	0.000000	0.000000	0.000000	0.013523	0.000000	0.009813	0.010969	0.000000	0.000000	0.023177	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016083	0.000000	0.000000	0.000000	0.016233	0.011487	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014965	0.000000	0.000000	0.014172	0.000000	0.000000	0.000000	0.013422	0.031058
Pithy Title Here	0.000000	0.023258	0.057151	0.034554	0.018365	0.009801	0.000000	0.002698	0.019058	0.015414	0.039068	0.012822	0.039554	0.000000	0.029634	0.023645	0.053582	0.010072	0.062452	0.046095	0.043538	0.008046	0.008081	0.007432	0.011678	0.042516	0.008616	0.054452	0.014096	0.035666	0.021490	0.000000	0.059150	0.016800	0.033778	0.003799	0.018167	0.016346	0.007537	0.028130	0.045533	0.059973	0.027526	0.040848	0.019161	0.074749	0.043767	0.016502	0.003763	0.080908	0.022188	0.021982	0.022881	0.049338	0.033561	0.020448	0.029203	0.013928	0.003472	0.028202	0.047441	0.005293	0.067799	0.067696	0.029180	0.037944	0.012769	0.057216	0.010969	0.016416	0.065555	0.016220	0.022303	0.074168	0.003145	0.006475	0.038864	0.008074	0.025889	0.031556	0.032469	0.025441	0.015882	0.023510	0.054612	0.006274	0.013697	0.027711	0.010993	0.054770	0.034734	0.036593	0.021036	0.020402	0.057129	0.019989	0.016488	0.074795	0.020222	0.041589	0.022373	0.136610	0.088897	0.026626	0.063032	0.012828	0.028128	0.014201	0.018098	0.000000	0.110126	0.100260	0.028474	0.065533	0.053560	0.028561	0.042472	0.017851	0.015140	0.027388	0.111247	0.035540	0.027548	0.028512	0.013460	0.076679	0.004820	0.042364	0.049186	0.034782	0.042425	0.030043	0.012147	0.006961	0.022461	0.065137	0.068010	0.048289	0.010017	0.021822	0.023728	0.041430	0.044613	0.022598	0.054181	0.094784	0.037483	0.029348	0.085487	0.005288	0.043028	0.027413	0.051199	0.024699	0.025695	0.014742	0.014639	0.028971	0.051865	0.074419	0.057886	0.123545	0.004539	0.027362	0.116822	0.006230	0.044485	0.012078	0.030146	0.000000	0.044975	0.022849	0.017879	0.043088	0.014241	0.010877	0.023293	0.030369	0.044329	0.008019	0.032372	0.058368	0.000000	0.022989	0.029703	0.010497	0.034560	0.031128	0.107134	0.000000	0.017424	0.018963	0.117347	0.016774	0.009346	0.065163	0.057269	0.000000	0.006105	0.050795	0.016372	0.047826	0.008800	0.060000	0.157709	0.009142	0.009142	0.004965	0.019332	0.080460	0.004846	0.044821	0.011205	0.128681	0.025201	0.031501	0.005223	0.014912	0.056400	0.089340	0.015173	0.083396	0.073060	0.080910	0.018672	0.060713	0.156450	0.006617	0.014853	0.019977	0.047701	0.014937	0.014937	0.000000	0.000000	0.035357	0.027597	0.156427	0.070018	0.000000	0.021109	0.035964	0.048984	0.111590	0.061564	0.007522	0.014241	0.045776	0.057143	0.074411	0.000000	0.032275	0.016066	0.029490	0.055855	0.000000	0.115554	0.058437	0.041670	0.066673	0.058302	0.094134	0.008160	0.045492	0.043868	0.087500	0.032158	0.009997	0.032360	0.013739	0.000000	0.108257	0.083594	0.000000	0.000000	0.000000	0.126299	0.110635	0.026124	0.178965	0.022896	0.120495	0.010606	0.026463	0.068672	0.469673	0.102511	0.021358	0.071676	0.037529	0.023006	0.070208	0.031375	0.030922	0.037529	0.113642	0.022529	0.043863	0.049747	0.076066	0.041454	0.049635	0.022214	0.040287	0.029640	0.017028	0.014006	0.000000	0.184824	0.055233	0.096913	0.059485	0.046843	0.038508	0.133066	0.025894	0.118709	0.000000	0.055614	0.067858	0.039845	0.038431	0.058570	0.190228	0.076709	0.029491	0.045055	0.000000	0.142019	0.121880	0.013118	0.031584	0.087329	0.014286	0.027963	0.031431	0.051597	0.083797	0.070958	0.056391	0.067054	0.000000	0.041109	0.039663	0.044438	0.058861	0.035812	0.021836	0.091480	0.018680	0.074627	0.045433	0.141928	0.070964	0.071618	0.000000	0.021150	0.029234	0.046793	0.112440	0.131184	0.043799	0.015717	0.000000	0.037935	0.025853	0.053690	0.146295	0.084245	0.052393	0.052393	0.119963	0.028537	0.134475	0.000000	0.011515	0.022413	0.195553	0.128110	0.047244	0.165425	0.262357	0.029151	0.031474	0.107280	0.018951	0.115298	0.059298	0.053774	0.072011	0.038697	0.079060	0.064494	0.045701	0.028655	0.044431	0.147289	0.000000	0.043558	0.140488	0.027324	0.106557	0.000000	0.013110	0.030776	0.000000	0.022270	0.007347	0.182132	0.023709	0.121365	0.126724	0.023585	0.038400	0.078962	0.015741	0.026658	0.054795	0.051880	0.108093	0.015007	0.063103	0.111086	0.011109	0.015007	0.045022	0.060780	0.000000	0.011830	0.042373	0.037473	0.046443	0.000000	0.000000	0.000000	0.044922	0.050825	0.000000	0.060416	0.097108	0.141752	0.172425	0.065703	0.125175	0.076181	0.047909	0.021017	0.430817	0.122450	0.113766	0.025388	0.000000	0.123961	0.123288	0.048757	0.046794	0.010775	0.069482	0.052640	0.015509	0.000000	0.047637	0.107945	0.043877	0.000000	0.031297	0.000000	0.056888	0.096140	0.015791	0.000000	0.065798	0.120650	0.054590	0.030442	0.041695	0.000000	0.030442	0.048249	0.029896	0.057726	0.101801	0.064933	0.034460	0.071282	0.190878	0.000000	0.062032	0.099255	0.000000	0.090564	0.089792	0.108979	0.000000	0.000000	0.118782	0.236121	0.030759	0.013422	0.031058
